strain_name,mating_type,strain_num,concentration,media,FSC.A_mean_all_mean,FSC.A_mean_lowerquant_mean,FSC.A_mean_upperquant_mean,FSC.A_mean_all_corr_mean,FSC.A_mean_upperquant_corr_mean,FSC.A_mean_all_sd,FSC.A_mean_lowerquant_sd,FSC.A_mean_upperquant_sd,FSC.A_mean_all_corr_sd,FSC.A_mean_upperquant_corr_sd,FSC.A_mean_all_se,FSC.A_mean_lowerquant_se,FSC.A_mean_upperquant_se,FSC.A_mean_all_corr_se,FSC.A_mean_upperquant_corr_se
322134S,haploid_mat_alpha,SGRP-18,0.02,Glycerol,42927.840775683595,12538.84746484375,122182.35265625,3.4126429179496185,9.70261231146239,6865.135313623741,1308.7496188166142,20513.46880437989,0.2170250895155565,0.711484370586493,3963.587721343873,755.6069447255924,11843.45673622172,0.12529949385270917,0.41077569288232324
L_1374,diploid,SGRP-19,0.02,Glycerol,9939.249479410806,5176.451834743219,18775.832206407526,1.9202377569401439,3.627793854701748,264.73024020271106,19.921281673312503,1201.691342187411,0.058533856427944196,0.24660101878378676,152.84207544366953,11.501557336689332,693.7968198947444,0.03379453776538049,0.14237516457725524
273614N,haploid_mat_a,SGRP-2,0.02,Glycerol,22339.36407211914,6380.927126464844,58294.22138151042,3.503754190846015,9.143086394659242,1026.5692380416974,144.92112878771982,5519.659747089445,0.21924886727961457,0.9429096898673228,592.690025925163,83.67025271685446,3186.777040817233,0.126583392543406,0.5443891632664054
L_1374,haploid_mat_a,SGRP-20,0.02,Glycerol,11306.306245621745,5524.132910001132,28220.0030703125,2.046977938864125,5.1138666859694535,370.51782411553853,147.602717076172,1326.2023751104985,0.05554348299529882,0.35216242070788545,213.9185654926606,85.21846843704809,765.6832982699674,0.03206804485906518,0.20332106839416791
L_1374,haploid_mat_alpha,SGRP-21,0.02,Glycerol,11279.420809879557,5490.6758715820315,28286.54156705729,2.0546101670292436,5.155986128874578,326.81247075783097,107.19469855569344,1768.642201505287,0.06282247963604146,0.40270606475711396,188.68526796656042,61.8888880668304,1021.1260511392098,0.03627057552902832,0.23250245489181462
L_1528,diploid,SGRP-22,0.02,Glycerol,9873.720354134115,5667.706451334636,17249.128115885418,1.7421598426101021,3.0432998699056126,12.220365324377406,39.124021991749366,436.6693859532439,0.012824725390095073,0.06753210258968957,7.055431209624864,22.588264628717337,252.11118752697396,0.0074043586562544195,0.0389896776090987
L_1528,haploid_mat_a,SGRP-23,0.02,Glycerol,11361.745272851562,5234.47954148185,32168.11051953125,2.171322554358706,6.151553354949692,203.66311733581057,126.76624405635803,1801.1569158978311,0.06114232752752283,0.454153471950226,117.58495561782857,73.18852513009611,1039.8984302463691,0.03530053925689557,0.26220562928386615
L_1528,haploid_mat_alpha,SGRP-24,0.02,Glycerol,11109.951241796874,5255.493331785565,30364.27995247396,2.1145463772129602,5.782135165535347,79.15414454179265,106.70415894040501,1669.6567272417994,0.04508451012646868,0.4030120397572072,45.69966665867853,61.60567488789545,963.9767609273225,0.026029554057799102,0.23267910964048374
NCYC 110,diploid,SGRP-25,0.02,Glycerol,17942.68116534831,9338.11009000651,33628.109234483614,1.9216608629290484,3.601405119165763,523.086095644398,162.824003487533,897.8412221486915,0.056610926134025685,0.08779627376796602,302.0038981296436,94.00648224405974,518.3688712970896,0.032684333442553754,0.050689202293781266
NCYC 110,haploid_mat_a,SGRP-26,0.02,Glycerol,42944.48958992513,7342.38214078776,205537.68075,5.85998169098141,28.05943530317975,4105.52286752176,611.4814525734404,8836.050477888186,0.5044228092382703,1.2192648811132347,2370.3247327278527,353.03898124773923,5101.496121981866,0.29122864469910265,0.7039429073241832
NCYC 110,haploid_mat_alpha,SGRP-27,0.02,Glycerol,16551.955698746744,6021.1736549479165,57223.78617838542,2.749990680311573,9.516937568787274,582.7278266108679,163.61452637567595,5172.157496966112,0.10982293009352885,1.0260442315833251,336.43806755807014,94.46289084632964,2986.146523164526,0.06340629825269234,0.5923869133050955
SK1,diploid,SGRP-28,0.02,Glycerol,12143.969063541666,5534.5227694195455,31080.47068717448,2.1850260762529237,5.583783003995288,2145.8865153167144,286.3109871160249,7959.847228473727,0.27663610601687716,1.233316372681464,1238.9281572684931,165.30172548338444,4595.619940067603,0.1597159302764139,0.7120555397636161
SK1,haploid_mat_a,SGRP-29,0.02,Glycerol,32891.72104165039,5238.385565102216,140265.679953125,6.285915770058084,26.806199883170027,4125.457688079869,109.29999428210434,8499.81343568589,0.8527149934232708,2.1533648791890374,2381.8341067433234,63.1043811211975,4907.369575154847,0.4923152309949554,1.2432457926632767
273614N,haploid_mat_alpha,SGRP-3,0.02,Glycerol,20181.315943766276,6198.783788388857,53878.18133203125,3.2612310353600704,8.710697320865046,1260.935843222193,218.8155489995865,5854.832428996447,0.28327136956363075,1.122693291334421,728.0016485151809,126.33321611778702,3380.289078941249,0.16354680147127618,0.648187273969315
SK1,haploid_mat_alpha,SGRP-30,0.02,Glycerol,83900.42012373047,8992.342282552083,241421.07314583333,9.966210145729603,28.470525359577543,13462.730771976227,2414.198054438351,24046.978829964264,3.7208827325246157,9.150554751932907,7772.711235227933,1393.8378966070527,13883.529700677102,2.1482526472461174,5.283075249262873
378604X,diploid,SGRP-31,0.02,Glycerol,13287.446490901693,7725.249280436198,22043.507336442202,1.7257176442086686,2.864711298217617,617.2142211806037,714.0045845286525,856.964268246725,0.1061638368972361,0.20162004279934329,356.3487967462868,412.2307390802444,494.7685509581374,0.061293719810822794,0.11640538598422472
378604X,haploid_mat_a,SGRP-32,0.02,Glycerol,14572.780341357422,6999.552094238281,23917.749482421874,2.113845566208187,3.4595888019241476,885.5378938367417,864.3214649408151,977.490196459923,0.3974894155216549,0.5368921663131118,511.26554138425706,499.0162304499513,564.3542280563568,0.22949062105145449,0.3099748367466764
378604X,haploid_mat_alpha,SGRP-33,0.02,Glycerol,11084.711859521483,6183.724074544271,19525.652051757814,1.7984246892294125,3.17415160976002,979.1724760258153,773.4834444410045,1310.566061072401,0.07246628333807484,0.2059963539239185,565.3254926165769,446.57087486173293,756.6556681509383,0.041838428192409204,0.11893205039005576
UWOPS05-217.3,diploid,SGRP-34,0.02,Glycerol,10113.995612141927,5659.032006510417,20196.494507812502,1.7871498309088685,3.569146080517845,230.7873811090175,70.83020392158923,125.73764456259539,0.026928134683478305,0.03420091099137098,133.24515660886001,40.89383730088563,72.59466293548394,0.015546965808280699,0.019745905167398468
UWOPS05-217.3,haploid_mat_a,SGRP-35,0.02,Glycerol,9705.483487483723,5326.520162245957,20353.662225585937,1.822259542471219,3.822153129575547,291.7781922170492,176.52265206374216,577.7227819594068,0.015014927564928494,0.0837664848807871,168.45821782017572,101.91540068706819,333.54840368124303,0.008668872471474198,0.04836260259499115
UWOPS05-217.3,haploid_mat_alpha,SGRP-36,0.02,Glycerol,12163.147365250652,6631.075979747466,23481.747304785058,1.832824742599241,3.536715840953074,1005.4244804509062,402.46344264122035,2238.4639001473724,0.0570337359626727,0.15534503557761856,580.4820944381704,232.3623769478921,1292.3777353213452,0.032928442810939124,0.08968849810801006
S288c,diploid,SGRP-37,0.02,Glycerol,13313.707804329428,6832.527397031679,23686.84396336216,1.9543474776786238,3.482946403192791,568.4898658380142,499.5712793674207,1341.1893688254545,0.14213274530982553,0.37108186896205947,328.21777707315175,288.4276126221861,774.3360431256405,0.0820603787652883,0.21424421693663448
S288c,haploid_mat_a,SGRP-38,0.02,Glycerol,14209.663753743489,6712.334833158227,25541.56534049479,2.1126516777859967,3.7926632513460112,1654.136429763501,395.88094593383386,4132.578051193116,0.13189127758034583,0.4213175863806387,955.0161130003238,228.56197070194267,2385.945050303485,0.07614746461477633,0.24324782191118519
S288c,haploid_mat_alpha,SGRP-39,0.02,Glycerol,11566.512443977865,6074.712160936232,20913.06441129996,1.886786547906293,3.404764305848094,2805.859298017446,804.3053583997747,5583.39011628125,0.20076960977289543,0.4435705695006642,1619.9636210185868,464.3659151827684,3223.571786625676,0.11591438824747731,0.2560955877058041
BC187,diploid,SGRP-4,0.02,Glycerol,12971.426000748697,7426.818671061198,23215.2214296875,1.7482885802819483,3.1296274650829936,624.8922561192975,474.95559154042746,886.3757668172926,0.05937757959500941,0.09572908512818468,360.781712284989,274.21573862898373,511.74928757512487,0.03428166156300711,0.05526921306803403
UWOPS83-787.3,diploid,SGRP-40,0.02,Glycerol,14885.120307421876,7341.702978340995,30509.91952799479,2.014315999163031,4.1291546319380705,3160.101858756233,776.3241396463545,7761.51850932946,0.23667077451985313,0.8003400104136822,1824.485658819548,448.2109510032274,4481.1148006816275,0.13664193537835442,0.46207652045556735
UWOPS83-787.3,haploid_mat_a,SGRP-41,0.02,Glycerol,10463.027320784506,5220.402556420142,20280.197568359374,1.988001252945698,3.8630246442241387,2634.911455229795,381.8249532541341,4278.045591119307,0.34985157946017503,0.5589331444957489,1521.266837967751,220.4467395445906,2469.9307736382234,0.20198690357774782,0.32270020143362466
UWOPS83-787.3,haploid_mat_alpha,SGRP-42,0.02,Glycerol,15271.374359733072,7221.794553059895,41722.13217122396,2.1164757262250284,5.786138383093568,628.4549268457238,343.9473231651623,75.35133971109857,0.09706288795258823,0.28007909351909466,362.8386211879252,198.57807961645767,43.5041162660017,0.0560392844877493,0.16170374003763568
UWOPS87-2421,diploid,SGRP-43,0.02,Glycerol,10124.43218100586,5727.577268717448,18096.160083658855,1.76772828653959,3.1596324578377257,30.152003521552007,44.72779138806496,74.74186340232684,0.01335412476110582,0.031887833409460296,17.408267349774597,25.82360239815673,43.15223495506764,0.007710007525616292,0.018410449202825845
UWOPS87-2421,haploid_mat_a,SGRP-44,0.02,Glycerol,11377.596795670574,5229.96458219401,32109.659428385417,2.176900431683215,6.150602149848349,356.77072501016414,117.62459949868176,3231.5456704507383,0.10727340581176976,0.7528028151101086,205.98167412359624,67.91059418388583,1865.7337627333036,0.06193432972231324,0.4346309079505293
UWOPS87-2421,haploid_mat_alpha,SGRP-45,0.02,Glycerol,11323.312765869141,5246.224508690366,32300.935558593752,2.15944658189257,6.164376835060726,315.6912692930322,92.7887608513433,2716.9847938723574,0.09512555347692123,0.6273899115969985,182.26443930714677,53.57161605529487,1568.6519021263255,0.05492076390671261,0.36222373434738264
Y12,diploid,SGRP-46,0.02,Glycerol,13334.780315332031,8008.9112513635455,24086.660410156248,1.664758561046845,3.0052118280039806,621.6967541362893,333.2080846821363,1692.7319309381348,0.008831508166456947,0.09729485842104875,358.93678835490323,192.37777738739103,977.2992359930072,0.0050988736172542974,0.05617321270015903
Y12,haploid_mat_a,SGRP-47,0.02,Glycerol,13593.604157275391,5877.096634928385,33245.246127929684,2.2850347845862293,5.6020619861167535,3619.6679825096235,621.1266134434196,7866.134090523522,0.3967358444848409,0.7905156286223476,2089.816284079001,358.60761747239894,4541.514634645448,0.2290555466104964,0.45640441098371864
Y12,haploid_mat_alpha,SGRP-48,0.02,Glycerol,16130.638939697265,6438.772793782552,38374.33500325521,2.505803899047201,5.960066499914776,375.22475128930256,178.4271121386092,1152.0544848606187,0.05270335440249951,0.08944570269122333,216.63611116348923,103.01494122395357,665.1389669553939,0.03042829585147934,0.05164150052663303
Y55,diploid,SGRP-49,0.02,Glycerol,10676.451180110676,6385.310042483883,16230.322614583332,1.6721272493044002,2.5419846380132727,606.0815336859231,371.35243222176643,919.7786343336662,0.0033836250431466377,0.008441832761462856,349.92133662442893,214.40042670745913,531.0344421274086,0.0019535368294974704,0.004873894417284382
BC187,haploid_mat_a,SGRP-5,0.02,Glycerol,16176.59078976237,6789.723324903124,42097.763178385416,2.4631266766439883,6.491062525812857,1949.5871491359558,1246.2002223886807,9318.277126967176,0.6891051666311648,2.387038833179454,1125.594665362279,719.4940338602763,5379.909807638031,0.397855053454465,1.3781575129022479
Y55,haploid_mat_a,SGRP-50,0.02,Glycerol,10310.277823274739,5252.45144860478,27027.022459309897,1.9626336332420915,5.144313467824905,820.7730689931466,17.135560794039556,3195.650009798753,0.15041008425769692,0.5923319533114577,473.8735523267885,9.893220637153936,1845.0093933931405,0.08683930263501562,0.34198301269398695
Y55,haploid_mat_alpha,SGRP-51,0.02,Glycerol,10910.50643256836,5332.463516727088,28745.18629166667,2.0462422704669283,5.393353253145434,240.04295309900658,94.94197511968923,1897.9079459768982,0.04301118251942395,0.4053919472442835,138.58886358878416,54.81477489274733,1095.757663506892,0.024832517805753546,0.23405314986879366
YIIc17_E5,diploid,SGRP-52,0.02,Glycerol,14786.805268180338,9597.48887483724,24022.404227864583,1.541101357578119,2.5028842934679174,374.56931392784645,229.43443947703142,1027.2501566751218,0.04574474413927267,0.08474375057147354,216.2576942264156,132.46403539343498,593.0831544814669,0.026410740342819632,0.048926827204578756
YIIc17_E5,haploid_mat_a,SGRP-53,0.02,Glycerol,13589.920210139973,8017.638496672761,30558.777435546875,1.6921506402601691,3.7924442504492295,1519.0750631865756,257.93548734492265,8578.814538343531,0.1335881778440895,0.9379163756545531,877.0383966500173,148.91912305214842,4952.980883040513,0.07712717043883667,0.5415062719615145
YIIc17_E5,haploid_mat_alpha,SGRP-54,0.02,Glycerol,12862.527424707032,8017.834344726562,28929.03171549479,1.6026635528758553,3.595493605900179,1159.764993057669,545.5319123186144,4238.328853587698,0.03497810569136338,0.2782187420329643,669.5906309385497,314.96299642868337,2447.0003045330154,0.020194618736651827,0.16062966560633102
YJM975,diploid,SGRP-55,0.02,Glycerol,12100.75256201172,5670.633372070312,27379.784911132814,2.1242928688993223,4.763616967756085,2038.4606020542888,586.0126542050626,8143.473642917853,0.14293081076134106,0.9661372606668924,1176.9057773284903,338.33456365382,4701.636699877245,0.08252114206855173,0.557799607520158
YJM975,haploid_mat_a,SGRP-56,0.02,Glycerol,11691.822316552734,5340.333179829123,32621.941514973958,2.190665146694269,6.122196039083676,376.4555695378,203.0233949975925,1707.5510929050993,0.08337223460610527,0.5398944532160952,217.3467244105827,117.21561175365176,985.8550831437988,0.04813498209277551,0.3117082078982984
YJM975,haploid_mat_alpha,SGRP-57,0.02,Glycerol,11545.098488590495,5310.907179199219,32419.068916015625,2.1738873031097614,6.113687291802277,516.494006343725,216.06475973812107,618.9587184864454,0.045938137167002166,0.35367588800362176,298.19795359737793,124.74504719719602,357.35598273541507,0.026522395859438653,0.20419486914477097
YJM978,diploid,SGRP-58,0.02,Glycerol,13974.989695214843,6682.9102272135415,29832.089255859373,2.087223709543656,4.435063836057816,1767.007135852121,662.2982961359214,5831.886644586921,0.059573213102125135,0.4784120816375571,1020.1820455442119,382.37809955790476,3367.0413241356423,0.03439461062100289,0.2762113441170128
YJM978,haploid_mat_a,SGRP-59,0.02,Glycerol,13758.189618277995,6106.758988134099,32868.345972005205,2.2645413509988916,5.454469429337583,313.1007683127576,492.7222965047432,5933.112133675534,0.21701736164861607,1.3522044428583717,180.76881286884927,284.4733505227441,3425.483887509805,0.12529503216665086,0.7806955990836889
BC187,haploid_mat_alpha,SGRP-6,0.02,Glycerol,15280.605188899739,6238.4256171875,41424.508373697914,2.4488213810184667,6.64260893375417,750.5894158165192,243.2209305749289,1737.238225887941,0.03081042464304543,0.23553043033515283,433.35300127255135,140.42366973998648,1002.9949573629108,0.01778840696150896,0.1359835573563489
YJM978,haploid_mat_alpha,SGRP-60,0.02,Glycerol,13041.306521549479,5662.669973975731,34367.85025130209,2.3040147973676874,6.0721615980551995,164.76506987873563,181.14683323800276,2590.0896331228428,0.04670249985465186,0.4681593123242331,95.12715744753552,104.58517293280914,1495.3889469087324,0.02696370086291171,0.27029190499402606
YJM981,diploid,SGRP-61,0.02,Glycerol,13191.988276448566,6341.131888827969,28143.919009114583,2.0804771156065764,4.439913987013629,1203.5967175264036,328.9367318643083,4392.149145985047,0.16249468136187875,0.6896398627744682,694.8968888596191,189.91171068821416,2535.808491755452,0.09381634802616316,0.3981637604167358
YJM981,haploid_mat_a,SGRP-62,0.02,Glycerol,16665.896640527342,5992.529347264877,52189.52133723958,2.783550348344713,8.718119436035746,558.8748181351204,147.8316520846623,2076.8834110175253,0.156601614799813,0.5566296358322455,322.66652669361497,85.35064412582688,1199.0891964264365,0.09041398446020212,0.3213702700866703
YJM981,haploid_mat_alpha,SGRP-63,0.02,Glycerol,16996.85163510742,6007.061514192644,52479.24937109375,2.832019130802382,8.74325984663143,699.2109725397838,157.9963183842131,2231.063400096981,0.17088115896807027,0.513671729950913,403.68964321618427,91.21921695009526,1288.1050546251136,0.09865828312965061,0.2965685115622604
